x;y;Latitude;Longitude;Street;
03.09.2003;32,72;;;;
04.09.2003;32,72;;;;
05.09.2003;32,72;;;;
06.09.2003;32,71;;;;
07.09.2003;32,71;;;;
08.09.2003;32,7;;;;
09.09.2003;32,7;;;;
10.09.2003;32,7;;;;
11.09.2003;32,69;;;;
12.09.2003;32,69;;;;
13.09.2003;32,68;;;;
14.09.2003;32,68;;;;
15.09.2003;32,67;;;;
16.09.2003;32,67;;;;
17.09.2003;32,66;;;;
18.09.2003;32,66;;;;
19.09.2003;32,66;;;;
20.09.2003;32,65;;;;
21.09.2003;32,65;;;;
22.09.2003;32,64;;;;
23.09.2003;32,64;;;;
24.09.2003;32,63;;;;
25.09.2003;32,63;;;;
26.09.2003;32,62;;;;
27.09.2003;32,62;;;;
28.09.2003;32,62;;;;
29.09.2003;32,61;;;;
30.09.2003;32,61;;;;
01.10.2003;32,6;;;;
02.10.2003;32,6;;;;
03.10.2003;32,6;;;;
04.10.2003;32,59;;;;
05.10.2003;32,59;;;;
06.10.2003;32,58;;;;
07.10.2003;32,58;;;;
08.10.2003;32,58;;;;
09.10.2003;32,57;;;;
10.10.2003;32,57;;;;
11.10.2003;32,57;;;;
12.10.2003;32,56;;;;
13.10.2003;32,56;;;;
14.10.2003;32,56;;;;
15.10.2003;32,55;;;;
16.10.2003;32,55;;;;
17.10.2003;32,55;;;;
18.10.2003;32,54;;;;
19.10.2003;32,54;;;;
20.10.2003;32,54;;;;
21.10.2003;32,53;;;;
22.10.2003;32,53;;;;
23.10.2003;32,53;;;;
24.10.2003;32,52;;;;
25.10.2003;32,52;;;;
26.10.2003;32,52;;;;
27.10.2003;32,51;;;;
28.10.2003;32,51;;;;
29.10.2003;32,51;;;;
30.10.2003;32,5;;;;
31.10.2003;32,5;;;;
01.11.2003;32,5;;;;
02.11.2003;32,49;;;;
03.11.2003;32,49;;;;
04.11.2003;32,48;;;;
05.11.2003;32,48;;;;
06.11.2003;32,48;;;;
07.11.2003;32,47;;;;
08.11.2003;32,47;;;;
09.11.2003;32,46;;;;
10.11.2003;32,46;;;;
11.11.2003;32,46;;;;
12.11.2003;32,45;;;;
13.11.2003;32,45;;;;
14.11.2003;32,45;;;;
15.11.2003;32,44;;;;
16.11.2003;32,44;;;;
17.11.2003;32,43;;;;
18.11.2003;32,43;;;;
19.11.2003;32,43;;;;
20.11.2003;32,43;;;;
21.11.2003;32,42;;;;
22.11.2003;32,42;;;;
23.11.2003;32,42;;;;
24.11.2003;32,41;;;;
25.11.2003;32,41;;;;
26.11.2003;32,41;;;;
27.11.2003;32,4;;;;
28.11.2003;32,4;;;;
29.11.2003;32,4;;;;
