x;y;Latitude;Longitude;Street;
23.01.1904;29,62;;;;
30.01.1904;29,51;;;;
06.02.1904;30,39;;;;
13.02.1904;29,65;;;;
20.02.1904;30,33;;;;
27.02.1904;30,61;;;;
05.03.1904;30,38;;;;
12.03.1904;30,29;;;;
19.03.1904;30,26;;;;
26.03.1904;30,13;;;;
02.04.1904;30,04;;;;
09.04.1904;30,19;;;;
16.04.1904;30,33;;;;
23.04.1904;30,34;;;;
30.04.1904;30,27;;;;
07.05.1904;30,18;;;;
14.05.1904;30,11;;;;
21.05.1904;30,06;;;;
28.05.1904;30;;;;
04.06.1904;30,13;;;;
11.06.1904;30,18;;;;
18.06.1904;30,18;;;;
25.06.1904;30,16;;;;
02.07.1904;30,06;;;;
09.07.1904;30;;;;
16.07.1904;29,88;;;;
23.07.1904;29,73;;;;
30.07.1904;29,57;;;;
06.08.1904;29,35;;;;
13.08.1904;29,31;;;;
20.08.1904;29,18;;;;
27.08.1904;29,05;;;;
03.09.1904;28,98;;;;
10.09.1904;28,92;;;;
17.09.1904;28,84;;;;
24.09.1904;28,85;;;;
01.10.1904;28,8;;;;
08.10.1904;28,74;;;;
15.10.1904;28,69;;;;
22.10.1904;28,65;;;;
29.10.1904;28,66;;;;
05.11.1904;28,58;;;;
12.11.1904;28,54;;;;
19.11.1904;28,52;;;;
26.11.1904;28,53;;;;
03.12.1904;28,54;;;;
10.12.1904;28,63;;;;
17.12.1904;28,7;;;;
24.12.1904;28,91;;;;
31.12.1904;28,84;;;;
07.01.1905;28,76;;;;
14.01.1905;29,05;;;;
21.01.1905;29,02;;;;
28.01.1905;29,78;;;;
04.02.1905;28,84;;;;
11.02.1905;29,12;;;;
18.02.1905;29,17;;;;
25.02.1905;29,14;;;;
04.03.1905;29,07;;;;
11.03.1905;29,08;;;;
18.03.1905;29,42;;;;
25.03.1905;29,6;;;;
01.04.1905;29,72;;;;
08.04.1905;29,96;;;;
15.04.1905;30,08;;;;
22.04.1905;30,1;;;;
29.04.1905;29,98;;;;
06.05.1905;29,95;;;;
13.05.1905;29,94;;;;
20.05.1905;29,94;;;;
27.05.1905;29,91;;;;
03.06.1905;29,87;;;;
10.06.1905;29,79;;;;
17.06.1905;29,87;;;;
24.06.1905;29,86;;;;
01.07.1905;29,81;;;;
08.07.1905;29,75;;;;
15.07.1905;29,7;;;;
22.07.1905;29,64;;;;
29.07.1905;29,55;;;;
05.08.1905;29,54;;;;
12.08.1905;29,51;;;;
19.08.1905;29,49;;;;
26.08.1905;29,5;;;;
02.09.1905;29,52;;;;
09.09.1905;29,55;;;;
16.09.1905;29,59;;;;
23.09.1905;29,56;;;;
30.09.1905;29,54;;;;
07.10.1905;29,59;;;;
14.10.1905;29,68;;;;
21.10.1905;29,81;;;;
28.10.1905;29,95;;;;
04.11.1905;29,8;;;;
11.11.1905;29,82;;;;
18.11.1905;29,88;;;;
25.11.1905;29,92;;;;
02.12.1905;29,94;;;;
09.12.1905;29,89;;;;
16.12.1905;29,36;;;;
23.12.1905;29,16;;;;
30.12.1905;29,59;;;;
05.01.1906;30,16;;;;
13.01.1906;29,79;;;;
20.01.1906;29,86;;;;
27.01.1906;30,18;;;;
03.02.1906;29,99;;;;
10.02.1906;29,97;;;;
17.02.1906;29,94;;;;
24.02.1906;29,69;;;;
03.03.1906;29,72;;;;
10.03.1906;30,49;;;;
17.03.1906;30,61;;;;
24.03.1906;30,7;;;;
31.03.1906;30,61;;;;
07.04.1906;30,42;;;;
14.04.1906;30,27;;;;
21.04.1906;30,09;;;;
28.04.1906;30,06;;;;
05.05.1906;30,06;;;;
12.05.1906;29,99;;;;
19.05.1906;29,89;;;;
26.05.1906;30,09;;;;
02.06.1906;30,37;;;;
09.06.1906;30,46;;;;
16.06.1906;30,44;;;;
23.06.1906;30,39;;;;
30.06.1906;30,39;;;;
07.07.1906;30,34;;;;
14.07.1906;30,23;;;;
21.07.1906;30,16;;;;
28.07.1906;30,09;;;;
04.08.1906;30,04;;;;
11.08.1906;30,02;;;;
18.08.1906;29,94;;;;
25.08.1906;29,66;;;;
01.09.1906;29,64;;;;
08.09.1906;29,56;;;;
15.09.1906;29,42;;;;
22.09.1906;29,31;;;;
29.09.1906;29,13;;;;
06.10.1906;28,82;;;;
13.10.1906;28,71;;;;
20.10.1906;28,64;;;;
27.10.1906;28,39;;;;
03.11.1906;28,39;;;;
10.11.1906;28,39;;;;
17.11.1906;28,23;;;;
24.11.1906;28,24;;;;
01.12.1906;28,43;;;;
07.12.1906;28,68;;;;
15.12.1906;28,74;;;;
22.12.1906;28,78;;;;
29.12.1906;28,71;;;;
05.01.1907;28,74;;;;
12.01.1907;28,83;;;;
19.01.1907;28,81;;;;
26.01.1907;28,84;;;;
01.02.1907;28,77;;;;
09.02.1907;28,81;;;;
16.02.1907;28,88;;;;
23.02.1907;28,99;;;;
02.03.1907;29,06;;;;
09.03.1907;29,09;;;;
16.03.1907;29,39;;;;
23.03.1907;29,94;;;;
30.03.1907;30,05;;;;
06.04.1907;30,07;;;;
13.04.1907;30,09;;;;
20.04.1907;30,04;;;;
27.04.1907;30,04;;;;
04.05.1907;29,89;;;;
11.05.1907;30,29;;;;
18.05.1907;30,27;;;;
25.05.1907;30,19;;;;
01.06.1907;30,19;;;;
08.06.1907;29,94;;;;
15.06.1907;30,01;;;;
22.06.1907;29,94;;;;
29.06.1907;29,95;;;;
06.07.1907;29,84;;;;
13.07.1907;29,91;;;;
20.07.1907;29,81;;;;
27.07.1907;29,69;;;;
03.08.1907;29,74;;;;
10.08.1907;29,64;;;;
17.08.1907;29,59;;;;
24.08.1907;29,44;;;;
31.08.1907;29,44;;;;
07.09.1907;29,48;;;;
14.09.1907;29,19;;;;
21.09.1907;29,04;;;;
28.09.1907;28,99;;;;
05.10.1907;28,81;;;;
12.10.1907;28,74;;;;
19.10.1907;28,69;;;;
26.10.1907;28,56;;;;
02.11.1907;28,47;;;;
09.11.1907;28,42;;;;
16.11.1907;28,37;;;;
23.11.1907;28,31;;;;
30.11.1907;28,36;;;;
07.12.1907;28,34;;;;
14.12.1907;28,44;;;;
21.12.1907;28,64;;;;
28.12.1907;28,84;;;;
04.01.1908;28,75;;;;
11.01.1908;28,66;;;;
18.01.1908;28,59;;;;
25.01.1908;28,52;;;;
01.02.1908;28,39;;;;
08.02.1908;28,69;;;;
15.02.1908;28,71;;;;
22.02.1908;28,79;;;;
29.02.1908;28,78;;;;
07.03.1908;29,44;;;;
14.03.1908;29,73;;;;
21.03.1908;29,79;;;;
28.03.1908;29,68;;;;
04.04.1908;29,39;;;;
11.04.1908;29,44;;;;
18.04.1908;29,49;;;;
25.04.1908;29,44;;;;
02.05.1908;29,43;;;;
09.05.1908;29,54;;;;
16.05.1908;29,69;;;;
23.05.1908;29,54;;;;
30.05.1908;29,99;;;;
06.06.1908;30,24;;;;
13.06.1908;30,21;;;;
20.06.1908;30,14;;;;
27.06.1908;29,94;;;;
04.07.1908;29,77;;;;
11.07.1908;29,74;;;;
18.07.1908;29,59;;;;
25.07.1908;29,49;;;;
01.08.1908;29,64;;;;
08.08.1908;29,57;;;;
15.08.1908;29,44;;;;
22.08.1908;29,44;;;;
29.08.1908;29,39;;;;
05.09.1908;29,33;;;;
12.09.1908;29,39;;;;
19.09.1908;29,53;;;;
26.09.1908;29,49;;;;
03.10.1908;29,39;;;;
10.10.1908;29,29;;;;
17.10.1908;29,11;;;;
24.10.1908;28,93;;;;
31.10.1908;28,79;;;;
07.11.1908;28,72;;;;
14.11.1908;28,56;;;;
21.11.1908;28,51;;;;
28.11.1908;28,49;;;;
05.12.1908;28,46;;;;
12.12.1908;28,41;;;;
19.12.1908;28,48;;;;
24.12.1908;28,54;;;;
02.01.1909;28,56;;;;
09.01.1909;28,58;;;;
16.01.1909;28,59;;;;
23.01.1909;28,61;;;;
30.01.1909;28,72;;;;
06.02.1909;28,83;;;;
13.02.1909;28,84;;;;
20.02.1909;28,86;;;;
27.02.1909;28,83;;;;
06.03.1909;28,86;;;;
13.03.1909;28,85;;;;
20.03.1909;28,88;;;;
27.03.1909;28,92;;;;
03.04.1909;28,91;;;;
10.04.1909;28,96;;;;
17.04.1909;28,99;;;;
24.04.1909;29,04;;;;
01.05.1909;29,08;;;;
08.05.1909;29,13;;;;
15.05.1909;29,03;;;;
22.05.1909;28,92;;;;
29.05.1909;28,84;;;;
05.06.1909;28,81;;;;
12.06.1909;28,74;;;;
19.06.1909;28,86;;;;
26.06.1909;28,92;;;;
03.07.1909;28,98;;;;
10.07.1909;29,02;;;;
17.07.1909;29,06;;;;
24.07.1909;29,33;;;;
31.07.1909;29,74;;;;
07.08.1909;29,76;;;;
14.08.1909;29,71;;;;
21.08.1909;29,76;;;;
28.08.1909;29,51;;;;
04.09.1909;29,38;;;;
11.09.1909;29,42;;;;
18.09.1909;29,39;;;;
25.09.1909;29,12;;;;
02.10.1909;29,23;;;;
09.10.1909;29,35;;;;
16.10.1909;29,31;;;;
23.10.1909;29,24;;;;
30.10.1909;29,33;;;;
06.11.1909;29,22;;;;
13.11.1909;29,14;;;;
20.11.1909;29,01;;;;
27.11.1909;28,97;;;;
04.12.1909;28,93;;;;
11.12.1909;29,08;;;;
18.12.1909;29,29;;;;
24.12.1909;29,68;;;;
31.12.1909;29,76;;;;
08.01.1910;29,95;;;;
15.01.1910;29,92;;;;
22.01.1910;30,12;;;;
29.01.1910;30,39;;;;
05.02.1910;30,49;;;;
12.02.1910;30,47;;;;
19.02.1910;30,74;;;;
05.03.1910;30,99;;;;
14.03.1910;30,74;;;;
19.03.1910;30,77;;;;
26.03.1910;30,47;;;;
02.04.1910;30,24;;;;
09.04.1910;30,03;;;;
16.04.1910;29,95;;;;
23.04.1910;29,91;;;;
30.04.1910;29,93;;;;
07.05.1910;29,89;;;;
14.05.1910;29,91;;;;
21.05.1910;29,84;;;;
28.05.1910;29,77;;;;
04.06.1910;29,69;;;;
11.06.1910;29,64;;;;
18.06.1910;29,77;;;;
25.06.1910;29,71;;;;
02.07.1910;30,24;;;;
09.07.1910;30,11;;;;
16.07.1910;30,04;;;;
23.07.1910;30,24;;;;
30.07.1910;30,87;;;;
06.08.1910;30,69;;;;
13.08.1910;30,59;;;;
20.08.1910;30,49;;;;
27.08.1910;30,38;;;;
03.09.1910;30,34;;;;
10.09.1910;30,09;;;;
17.09.1910;30,19;;;;
24.09.1910;30,09;;;;
01.10.1910;30,19;;;;
08.10.1910;30,11;;;;
15.10.1910;30,09;;;;
22.10.1910;29,89;;;;
29.10.1910;29,84;;;;
05.11.1910;29,7;;;;
12.11.1910;29,87;;;;
19.11.1910;29,81;;;;
26.11.1910;29,89;;;;
03.12.1910;30,11;;;;
10.12.1910;29,99;;;;
17.12.1910;30,09;;;;
24.12.1910;30,07;;;;
31.12.1910;29,99;;;;
07.01.1911;29,91;;;;
14.01.1911;29,89;;;;
21.01.1911;29,84;;;;
28.01.1911;29,79;;;;
04.02.1911;29,67;;;;
11.02.1911;29,77;;;;
18.02.1911;29,79;;;;
25.02.1911;29,67;;;;
04.03.1911;29,79;;;;
11.03.1911;29,71;;;;
18.03.1911;29,63;;;;
25.03.1911;29,59;;;;
01.04.1911;29,65;;;;
08.04.1911;29,69;;;;
15.04.1911;29,5;;;;
22.04.1911;29,44;;;;
29.04.1911;29,46;;;;
06.05.1911;29,47;;;;
13.05.1911;29,49;;;;
20.05.1911;29,52;;;;
27.05.1911;29,47;;;;
03.06.1911;29,44;;;;
10.06.1911;29,41;;;;
17.06.1911;29,36;;;;
24.06.1911;29,31;;;;
01.07.1911;29,27;;;;
08.07.1911;29,17;;;;
15.07.1911;29,07;;;;
22.07.1911;28,89;;;;
29.07.1911;28,91;;;;
05.08.1911;28,79;;;;
12.08.1911;28,67;;;;
19.08.1911;28,64;;;;
26.08.1911;28,51;;;;
02.09.1911;28,23;;;;
09.09.1911;28,21;;;;
16.09.1911;28,1;;;;
23.09.1911;28,05;;;;
30.09.1911;28,1;;;;
07.10.1911;28,17;;;;
14.10.1911;28,19;;;;
21.10.1911;28,11;;;;
28.10.1911;28,22;;;;
04.11.1911;28,24;;;;
11.11.1911;28,23;;;;
18.11.1911;28,31;;;;
25.11.1911;28,34;;;;
02.12.1911;28,37;;;;
09.12.1911;28,39;;;;
16.12.1911;28,44;;;;
23.12.1911;28,61;;;;
30.12.1911;29,11;;;;
05.01.1912;28,89;;;;
13.01.1912;28,81;;;;
20.01.1912;28,69;;;;
27.01.1912;28,31;;;;
03.02.1912;28,34;;;;
10.02.1912;28,36;;;;
17.02.1912;28,48;;;;
24.02.1912;28,5;;;;
02.03.1912;28,85;;;;
09.03.1912;28,96;;;;
16.03.1912;28,99;;;;
23.03.1912;29,12;;;;
30.03.1912;29,48;;;;
06.04.1912;29,56;;;;
13.04.1912;29,61;;;;
20.04.1912;29,42;;;;
27.04.1912;29,33;;;;
04.05.1912;29,22;;;;
11.05.1912;29,16;;;;
18.05.1912;29,28;;;;
25.05.1912;29,37;;;;
01.06.1912;29,41;;;;
08.06.1912;29,48;;;;
15.06.1912;29,49;;;;
22.06.1912;29,68;;;;
29.06.1912;29,71;;;;
06.07.1912;29,69;;;;
13.07.1912;29,64;;;;
20.07.1912;29,57;;;;
27.07.1912;29,59;;;;
03.08.1912;29,61;;;;
10.08.1912;29,62;;;;
17.08.1912;29,69;;;;
24.08.1912;29,52;;;;
31.08.1912;29,48;;;;
07.09.1912;29,51;;;;
14.09.1912;29,54;;;;
21.09.1912;29,67;;;;
28.09.1912;29,69;;;;
05.10.1912;29,66;;;;
12.10.1912;29,55;;;;
19.10.1912;29,52;;;;
26.10.1912;29,51;;;;
02.11.1912;29,96;;;;
09.11.1912;30,13;;;;
16.11.1912;30,1;;;;
23.11.1912;30,05;;;;
30.11.1912;30,05;;;;
07.12.1912;30,07;;;;
14.12.1912;29,99;;;;
21.12.1912;30,08;;;;
28.12.1912;30,09;;;;
04.01.1913;30,19;;;;
11.01.1913;30,05;;;;
18.01.1913;30,13;;;;
25.01.1913;30,19;;;;
01.02.1913;30,15;;;;
08.02.1913;30,13;;;;
15.02.1913;30,16;;;;
22.02.1913;30;;;;
01.03.1913;29,91;;;;
08.03.1913;29,78;;;;
15.03.1913;29,49;;;;
22.03.1913;29,46;;;;
29.03.1913;29,28;;;;
05.04.1913;29,54;;;;
12.04.1913;29,58;;;;
19.04.1913;29,61;;;;
26.04.1913;29,79;;;;
03.05.1913;29,59;;;;
10.05.1913;29,57;;;;
17.05.1913;29,66;;;;
24.05.1913;29,58;;;;
31.05.1913;29,53;;;;
07.06.1913;29,43;;;;
14.06.1913;29,51;;;;
21.06.1913;29,52;;;;
28.06.1913;29,54;;;;
05.07.1913;29,51;;;;
12.07.1913;29,45;;;;
19.07.1913;29,56;;;;
26.07.1913;29,72;;;;
02.08.1913;29,76;;;;
09.08.1913;29,66;;;;
16.08.1913;29,35;;;;
23.08.1913;29,37;;;;
30.08.1913;29,39;;;;
06.09.1913;29,29;;;;
13.09.1913;29,27;;;;
20.09.1913;29,29;;;;
27.09.1913;29,31;;;;
04.10.1913;29,32;;;;
11.10.1913;29,33;;;;
18.10.1913;29,25;;;;
25.10.1913;29,09;;;;
31.10.1913;28,81;;;;
08.11.1913;28,88;;;;
15.11.1913;29,1;;;;
22.11.1913;29,15;;;;
29.11.1913;29,31;;;;
06.12.1913;29,36;;;;
13.12.1913;29,34;;;;
20.12.1913;29,32;;;;
27.12.1913;29,43;;;;
03.01.1914;29,59;;;;
10.01.1914;29,78;;;;
17.01.1914;29,73;;;;
24.01.1914;29,72;;;;
31.01.1914;29,67;;;;
07.02.1914;29,59;;;;
14.02.1914;29,7;;;;
21.02.1914;29,72;;;;
28.02.1914;29,73;;;;
07.03.1914;29,62;;;;
14.03.1914;30,39;;;;
21.03.1914;30,89;;;;
28.03.1914;30,7;;;;
04.04.1914;30,57;;;;
11.04.1914;29,93;;;;
18.04.1914;30,84;;;;
25.04.1914;30,4;;;;
02.05.1914;30,26;;;;
09.05.1914;30,13;;;;
16.05.1914;30,1;;;;
23.05.1914;30,32;;;;
30.05.1914;30,27;;;;
06.06.1914;30,24;;;;
13.06.1914;30,22;;;;
20.06.1914;30,47;;;;
27.06.1914;30,46;;;;
04.07.1914;30,41;;;;
11.07.1914;30,39;;;;
18.07.1914;30,15;;;;
25.07.1914;30,22;;;;
01.08.1914;30,28;;;;
08.08.1914;30,26;;;;
15.08.1914;30,51;;;;
22.08.1914;30,42;;;;
29.08.1914;30,21;;;;
05.09.1914;30,11;;;;
12.09.1914;29,96;;;;
19.09.1914;29,92;;;;
26.09.1914;30,5;;;;
03.10.1914;30,36;;;;
10.10.1914;29,85;;;;
17.10.1914;29,82;;;;
24.10.1914;29,56;;;;
31.10.1914;29,51;;;;
07.11.1914;29,34;;;;
14.11.1914;29,26;;;;
21.11.1914;29,3;;;;
28.11.1914;29,22;;;;
05.12.1914;29,14;;;;
12.12.1914;29,29;;;;
19.12.1914;29,47;;;;
28.12.1914;29,49;;;;
02.01.1915;29,28;;;;
09.01.1915;29,32;;;;
16.01.1915;29,47;;;;
23.01.1915;29,78;;;;
30.01.1915;29,81;;;;
06.02.1915;29,75;;;;
13.02.1915;29,88;;;;
20.02.1915;30,01;;;;
27.02.1915;29,94;;;;
06.03.1915;29,88;;;;
13.03.1915;29,97;;;;
20.03.1915;30,1;;;;
27.03.1915;30,18;;;;
03.04.1915;30,22;;;;
10.04.1915;30,22;;;;
17.04.1915;30,27;;;;
24.04.1915;30,18;;;;
01.05.1915;30,26;;;;
08.05.1915;30,1;;;;
15.05.1915;30,09;;;;
22.05.1915;30,02;;;;
29.05.1915;29,93;;;;
05.06.1915;29,86;;;;
12.06.1915;29,79;;;;
19.06.1915;29,6;;;;
26.06.1915;29,48;;;;
03.07.1915;29,44;;;;
10.07.1915;29,39;;;;
17.07.1915;29,33;;;;
24.07.1915;29,32;;;;
31.07.1915;29,28;;;;
07.08.1915;29,28;;;;
14.08.1915;29,22;;;;
21.08.1915;29,19;;;;
28.08.1915;29,13;;;;
04.09.1915;29,13;;;;
11.09.1915;29,09;;;;
18.09.1915;29,01;;;;
25.09.1915;28,92;;;;
02.10.1915;28,84;;;;
09.10.1915;28,74;;;;
16.10.1915;28,64;;;;
23.10.1915;28,6;;;;
30.10.1915;28,52;;;;
06.11.1915;28,48;;;;
13.11.1915;28,45;;;;
20.11.1915;28,49;;;;
27.11.1915;28,52;;;;
04.12.1915;28,46;;;;
11.12.1915;28,36;;;;
18.12.1915;28,4;;;;
25.12.1915;28,49;;;;
01.01.1916;28,55;;;;
08.01.1916;28,78;;;;
15.01.1916;28,66;;;;
22.01.1916;28,56;;;;
29.01.1916;28,48;;;;
