FID,saison,baumart,link,last_update,_geometry
stadtbaum.b4bbde88-ff0e-4b7f-ba25-ff55760dba7a,2019/2020,Zürgelbaum,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (350149 5678175)
stadtbaum.0c371bc7-a8a9-4f92-ba5e-81c06334bd44,2019/2020,Zürgelbaum,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (350142 5678182)
stadtbaum.c75768d2-ed6b-4c62-b8fa-93046938319c,2019/2020,Zürgelbaum,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (350132 5678192)
stadtbaum.28d6c5e9-f535-4187-b66e-439b5d6ca1b2,2019/2020,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (349111 5674501)
stadtbaum.bc0f52a5-8240-4f4b-9a1b-4a8d6e4d450a,2019/2020,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (349207 5674533)
stadtbaum.e5f73bff-d4c0-442f-a3a2-13e27d260b78,2019/2020,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (349227 5674545)
stadtbaum.f7f53d31-9325-417f-b27e-aa5e635c7218,2019/2020,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (349329 5674574)
stadtbaum.adb0ceb1-0364-46bb-b5a7-eafd8708a8a9,2019/2020,Eisenholzbaum,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348725 5673449)
stadtbaum.e6800714-fb15-435f-8c91-a95228555ebf,2019/2020,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (349236 5674430)
stadtbaum.e3c2279d-fdf9-4dea-b185-02ff59f695c2,2019/2020,Zierapfel,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (350525 5673199)
stadtbaum.8ddb3520-71f1-4321-9998-863917600764,2019/2020,Zierapfel,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (350545 5673219)
stadtbaum.c1aedff8-9a7d-4101-9656-ca4e235200e2,2019/2020,Zierapfel,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (350573 5673245)
stadtbaum.6cc350d2-57ca-418d-b658-10adc31a6571,2019/2020,Zierapfel,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (350592 5673263)
stadtbaum.9f85b663-515c-487e-b4a4-fc350ebaae73,2019/2020,Feldahorn,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348474 5674872)
stadtbaum.56526337-bee4-410b-85fd-d4d4fd6397d0,2019/2020,Feldahorn,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348471 5674776)
stadtbaum.6394fdb5-ef6f-48d3-bbf0-dd5209f62e66,2019/2020,Felsenbirne,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348632 5675690)
stadtbaum.600290cf-c08a-43bb-ab6d-7d2810d2d604,2019/2020,Felsenbirne,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348666 5675682)
stadtbaum.5884f71a-775f-422d-a6fc-cc4451075adb,2019/2020,Felsenbirne,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348701 5675674)
stadtbaum.e641f561-6777-45d2-bb72-62aafd4f90a2,2019/2020,Felsenbirne,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348733 5675668)
stadtbaum.f3fa333e-4398-4da1-bcda-244fb75f8b4b,2019/2020,Felsenbirne,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348765 5675661)
stadtbaum.6c4cc6ea-7f70-4832-b780-78c4696deaff,2019/2020,Baumhasel,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (347372 5674885)
stadtbaum.e1416aa9-9b64-4ba7-98e5-d56329a66b59,2019/2020,Baumhasel,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (347430 5674837)
stadtbaum.467d2374-97e0-4929-b750-e21127b325c9,2019/2020,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348483 5674605)
stadtbaum.51527108-bdf3-4720-a246-76f59844f5e6,2019/2020,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348414 5674584)
stadtbaum.44451b29-6cb6-405a-9674-8df96ded8e9e,2019/2020,Ulme,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348180 5671742)
stadtbaum.9680f067-f1f0-42ef-b5a1-f0cc3755fc5e,2019/2020,Ulme,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348234 5671664)
stadtbaum.05cb0007-1c45-45e2-a60a-6f474c4551dd,2019/2020,Ulme,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348244 5671637)
stadtbaum.f779d9fe-7bc3-4757-bc62-4a30c2483cdb,2019/2020,Zelkove,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (351090 5670922)
stadtbaum.d9975a5b-4ad6-4286-a31d-e9c64356bb2c,2019/2020,Schnurbaum,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (347506 5673296)
stadtbaum.c64293f0-7dee-400f-b3c9-26c3100df057,2019/2020,Schnurbaum,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (347546 5673370)
stadtbaum.0893d16c-271a-484b-beb8-2198a1e2f6a9,2019/2020,Schnurbaum,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (347668 5673256)
stadtbaum.b17f2d70-e34a-484c-b91b-bbba4c1c4c62,2019/2020,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (347629 5672881)
stadtbaum.a977cb60-3ba3-48e0-b8d5-c48794d63b07,2019/2020,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (347685 5672881)
stadtbaum.a69e43bc-58e0-4dd5-856f-bc4b17cfc609,2019/2020,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (347651 5672968)
stadtbaum.4bfac0b2-ee71-4031-bf03-582da6153e75,2019/2020,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (347708 5672967)
stadtbaum.65ef5aea-e890-4442-8716-d0292fc36927,2019/2020,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (347647 5673211)
stadtbaum.b1f73f8b-8c89-4307-83ce-54e424effe5e,2019/2020,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (347641 5673182)
stadtbaum.62826bdd-5635-4e72-b620-16070a57df25,2019/2020,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (347637 5673153)
stadtbaum.92992d2c-237f-4900-80fd-c86391d4f9bf,2019/2020,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348043 5673150)
stadtbaum.71ebbae7-19d1-42fa-bf0a-fe51b8351ebe,2019/2020,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348076 5673131)
stadtbaum.473f2429-8326-4871-a0b6-97753788cfbc,2019/2020,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348281 5673082)
stadtbaum.dbe139b8-27a2-41a0-8a27-44198e7f16b0,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (345575 5676270)
stadtbaum.2d23187c-506d-4da2-b0b8-4547b66b5b2b,2020/2021,Ungarische Eiche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (341975 5678538)
stadtbaum.e9e14985-7d07-47c5-9e15-61547fe725e0,2020/2021,Ungarische Eiche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (341993 5678529)
stadtbaum.87ca006e-dace-43b8-93ac-d7e70d2104c7,2020/2021,Feldahorn,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (344163 5681645)
stadtbaum.ecfa5994-1efc-4d74-bba8-93f4b1e6c7ac,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343781 5679912)
stadtbaum.0f5d0cd1-56b0-47bb-b710-3ae0bd89dfbc,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343775 5679919)
stadtbaum.f2512c46-974c-4081-83ab-8cf951e82315,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343769 5679923)
stadtbaum.5d6361b7-d38d-4533-9db2-90df72b3cb24,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343761 5679929)
stadtbaum.420a2c62-d339-4852-827d-543023e954d6,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343751 5679936)
stadtbaum.90fbf516-fcd6-4d12-93df-c86b57856c88,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343746 5679941)
stadtbaum.f0f845b2-0120-4bf3-9b0c-03dbd4033a7b,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343739 5679945)
stadtbaum.45954f91-8c46-4862-b3de-f795ff6d9e24,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343733 5679951)
stadtbaum.6a42a1ec-a008-4a68-bd6d-138ad587d09d,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343728 5679955)
stadtbaum.a92bc4d3-a63f-4656-8945-98cccb0836e0,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343722 5679960)
stadtbaum.6efb30fb-1a26-42f2-a652-58db546cbbb2,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343716 5679966)
stadtbaum.c9b5dd02-2777-4679-9c66-731f2b98925a,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343706 5679973)
stadtbaum.5ee27e6a-e36e-4791-b0ea-bf70cd23669a,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343697 5679981)
stadtbaum.17e4ef17-d558-4c35-9e8c-cd2ad0e6efca,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343687 5679989)
stadtbaum.8ee1677b-ff4e-4d4c-90c8-3e2634b015cf,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343679 5679995)
stadtbaum.431b7c13-9779-46aa-a940-130de11e0f5c,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343670 5680002)
stadtbaum.53145b9a-d297-4913-a05d-9e855eac47d8,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343662 5680009)
stadtbaum.c3813a73-fe69-45f0-b639-b1d62808a299,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343655 5680017)
stadtbaum.3a824f78-e613-464f-a752-6a4f97d6e3ca,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343644 5680024)
stadtbaum.51cda142-2449-40ef-b3a0-049f5ca87d5d,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343634 5680033)
stadtbaum.9be28c73-776a-40b6-af1e-bdc9aad838bd,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343625 5680041)
stadtbaum.92824580-794d-4152-a38e-eb10b578796b,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343616 5680048)
stadtbaum.e1d03624-b7ef-4d8a-b7e0-0ac150f223cd,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343608 5680056)
stadtbaum.0c4cccbc-037d-47e8-9f1b-5a1e7f4476ea,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343600 5680062)
stadtbaum.061f1323-15df-4075-b73e-6b95887e2e4d,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343593 5680068)
stadtbaum.c7d7da74-2e85-4d2f-a990-b61e2ece2bfc,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343588 5680072)
stadtbaum.232b65bf-a2c8-49d3-844e-86d4c3058bfc,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343581 5680078)
stadtbaum.e7aed0e1-9c7e-4d12-9e20-e58fb1e9a6b2,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343576 5680083)
stadtbaum.fee61b94-231f-4183-9b84-398aecbd53b4,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343569 5680088)
stadtbaum.c1449e75-3fd0-4044-9a4f-ef5de6387984,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343562 5680094)
stadtbaum.62f43002-68d4-4f8e-9f34-90f22fbcabfc,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343556 5680099)
stadtbaum.8912a4ce-3b87-4383-ad8b-e9a30ee2f947,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343549 5680104)
stadtbaum.8aab1ee5-77c0-43b7-ac81-5483b0d2290b,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (346235 5682333)
stadtbaum.183497f3-8e87-4801-8105-56e28bb7a22f,2020/2021,Schnurbaum,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (347067 5681578)
stadtbaum.55b390e2-90f5-40aa-abfd-2e734eca2f3b,2020/2021,Schnurbaum,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (346984 5681582)
stadtbaum.3cc69082-116a-446a-9f63-279e3c381db3,2020/2021,Schnurbaum,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (347013 5681582)
stadtbaum.b5cb09e1-cf30-4807-acd7-00b56cd2179d,2020/2021,Schnurbaum,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (347040 5681580)
stadtbaum.c52c6cc5-21f1-4e63-9966-0b59b06f212a,2020/2021,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (344813 5682114)
stadtbaum.e839bb8f-33f3-4938-b63b-a8c920122e21,2020/2021,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (344837 5682110)
stadtbaum.56a93d33-a353-42f2-9b3e-064bc4286974,2020/2021,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (344751 5682123)
stadtbaum.8a5b9939-7d34-421b-9720-37be60171de6,2020/2021,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (345148 5682205)
stadtbaum.e3ace6a1-ad2d-41ea-b945-1ab522495023,2020/2021,Ulme,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (345353 5682622)
stadtbaum.56b38ff1-541a-48cb-a10a-217ee54f7f63,2020/2021,Ulme,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (345348 5682575)
stadtbaum.e484a037-f905-4890-9951-92b513743752,2020/2021,Ulme,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (345345 5682551)
stadtbaum.c387e4f5-eaa5-4dad-bac6-c1998f68c7be,2020/2021,Ulme,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (345338 5682492)
stadtbaum.d3c5d61d-b72e-4224-9eaa-5eb20285d577,2020/2021,Ulme,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (345335 5682465)
stadtbaum.225f4123-31c4-47f2-99de-8059233edafd,2020/2021,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (346822 5678848)
stadtbaum.00691246-6b5d-444f-aca2-9c121dc655f8,2020/2021,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (346832 5678835)
stadtbaum.3f7efd8e-b6ea-4bf3-8871-5d6cf2decc78,2020/2021,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (346852 5678806)
stadtbaum.60efaf0d-ca9f-4c69-bf06-27146271b6b6,2020/2021,Hopfenbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (345433 5678716)
stadtbaum.afb2e7a4-5304-4eb8-8a07-ce386c3c11f2,2020/2021,Hopfenbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (345442 5678768)
stadtbaum.15e0e822-30d0-4e37-bc25-ea6d4d70e93d,2020/2021,Feldahorn,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (350995 5680731)
stadtbaum.f99af7b7-5175-4268-a040-ddc0336ee5b5,2020/2021,Feldahorn,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (351028 5680729)
stadtbaum.62bf6653-d0b7-4f6a-9a11-0b971e6f3b62,2020/2021,Sumpf-Eiche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348096 5678991)
stadtbaum.5581fd23-f81b-4682-9f6f-785bea34a2c8,2020/2021,Sumpf-Eiche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348131 5678986)
stadtbaum.def02348-362a-4419-a938-c8f306918bb4,2020/2021,Sumpf-Eiche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348266 5678978)
stadtbaum.41f6ef59-1998-4876-9aec-4cb185face7e,2020/2021,Zerr-Eiche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (346442 5683640)
stadtbaum.298d27a1-aa89-4c98-ae78-1813ab4be7ce,2020/2021,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (346024 5683285)
stadtbaum.b34b18f0-9b24-4299-b336-94c7f091398b,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343898 5676016)
stadtbaum.74066203-b9a7-4b90-b02b-ab200f897587,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343922 5676003)
stadtbaum.be6c391f-be62-4e16-a3d1-696e4e8340fa,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343988 5675962)
stadtbaum.18318c00-b492-4247-911e-39e480ad8cf2,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (344010 5675947)
stadtbaum.a0e589e3-cc8d-4949-a210-70242a6e5ce9,2020/2021,Fächerblattbaum,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343683 5675755)
stadtbaum.c816c040-99d8-4dfa-91be-750b1adbbdb1,2020/2021,Fächerblattbaum,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (343622 5675770)
stadtbaum.199f2fb0-e74e-4236-8e1f-b09ad042366f,2020/2021,Hopfenbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (349065 5673324)
stadtbaum.87c7c5fd-7104-4abb-b76a-3d2552e42bbc,2020/2021,Hopfenbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (349101 5673330)
stadtbaum.cf56fdc1-0096-4b8f-b793-2f74569a5f27,2020/2021,Hainbuche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (349259 5674557)
stadtbaum.5e4b5cb0-5fd8-4b8d-905a-27bd8e5a6041,2020/2021,Eisenholzbaum,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348863 5673881)
stadtbaum.fae5aed8-c9ab-49eb-9f4e-6606495dc20e,2020/2021,Eisenholzbaum,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348787 5673576)
stadtbaum.f854a61c-e1b0-46f5-88ad-e363880b53f5,2020/2021,Eisenholzbaum,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348885 5673910)
stadtbaum.c1f46d65-b6a0-4c60-b06b-515197eaed18,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (349261 5674455)
stadtbaum.0fd13936-97ef-4e21-a1eb-34a0054331d0,2020/2021,Rotahorn,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (350336 5673578)
stadtbaum.e7444619-8c71-49c5-bd71-9c36bdfdc042,2020/2021,Ungarische Eiche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348918 5673449)
stadtbaum.b9d1f93e-e976-4336-8738-babc8dbbedbb,2020/2021,Ungarische Eiche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348919 5673472)
stadtbaum.20ddc494-787c-41af-bfdb-fd9d8737c565,2020/2021,Ungarische Eiche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348923 5673504)
stadtbaum.021c7600-41bc-4874-b534-0653da84e406,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (350749 5673274)
stadtbaum.e01fd3c6-ca7b-4171-af80-6a3bc5ca66b6,2020/2021,Zierkirsche,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (350723 5673299)
stadtbaum.b1b07d6d-591e-42bc-8716-4cbbf7fc65d6,2020/2021,Feldahorn,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (348531 5674736)
stadtbaum.b2172723-08e3-48a1-83b7-c3ffaf01aa70,2020/2021,Zierapfel,https://www.duesseldorf.de/stadtgruen/baeume-in-der-stadt/stadtbaumkonzept.html,2022-08-09,POINT (346886 5672384)
