Datum;Tmin;Tmit;Tmax;Sges;Rges;Tbod;RFmin;RFmit;RFmax;Wmit;WBmax
09.06.2012;10,4;14,2;18;9,2;0,0;7,8;46;62,3;92;12;48
10.06.2012;7,7;14,9;21,3;12,4;0,0;6,1;38;62,1;94;6;22
11.06.2012;12,2;15,4;20,4;3,7;6,6;11,4;56;76,3;98;7;35
12.06.2012;11,5;14,8;18,8;2,7;0,2;10,4;68;86;100;7;30
13.06.2012;10,9;13,2;15,7;0,4;0,0;11,1;57;71,8;90;8;28
14.06.2012;11,4;14,3;19,7;4,6;0,0;10,6;49;69,6;90;5;17
15.06.2012;13,4;16;20,9;1,4;10,8;12,4;60;81,2;98;8;33
16.06.2012;13,4;15,7;18,4;0,8;0,9;11,4;79;90,6;100;9;35
17.06.2012;12,3;16,9;21,3;13,5;0,0;11;49;68,4;92;9;33
18.06.2012;11,2;16,9;21,3;5;0,0;9,2;61;75,6;95;9;48
19.06.2012;13,3;17,3;20,8;2,6;0,7;12,3;61;74,3;94;5;20
20.06.2012;14,5;17,6;22,7;2,9;2,7;12,4;72;87,8;96;6;26
21.06.2012;13,9;18,9;23,8;3,3;2,2;11,8;67;82,1;100;7;61
22.06.2012;11,8;16,2;20,6;7;0,0;9;52;69;96;10;43
23.06.2012;9,7;15,9;20,6;7,4;0,0;7,3;45;65,8;94;8;37
24.06.2012;11;14,6;18;0,6;4,4;8,5;64;82,3;96;10;46
25.06.2012;11,9;15,2;19,1;3,4;0,0;9,5;55;76;96;12;50
26.06.2012;9,1;15,6;22;10,3;0,0;6,2;45;72;100;5;22
27.06.2012;13,7;18,2;21,9;1,1;0,7;13,1;79;88,3;100;6;30
28.06.2012;16,4;23,2;29,8;6,7;2,3;14,5;54;74,8;100;9;39
29.06.2012;13,4;19,7;24,5;3,1;0,7;10,9;76;86,7;100;6;26
30.06.2012;12,9;19,9;25,7;10,4;0,1;10,5;50;73,8;100;8;37
01.07.2012;9,9;17,2;21,7;9,3;0;6,7;46;68,3;93;9;43
02.07.2012;8,8;15,7;22,2;9,7;0;5,8;50;72,6;100;5;22
03.07.2012;11,7;19;26;8;0;9,7;45;71,5;100;4;20
04.07.2012;15,6;22,3;28,2;11,2;0;13,6;42;63,9;88;7;26
05.07.2012;17,2;22;28,1;7,6;7,7;15,3;51;78,7;98;5;37
06.07.2012;14;19,7;25;3,5;1;12,3;46;77,5;97;7;30
07.07.2012;12,9;18,9;25,5;9,3;2,2;11,3;51;76;100;5;26
08.07.2012;14,9;17,7;22,1;2,9;12,3;12,9;58;80,9;99;10;48
09.07.2012;13,7;17,9;22,7;7,7;1,9;12;51;74,5;100;11;39
10.07.2012;13,7;17,8;22,4;4,6;0,1;12,7;61;80,9;100;7;24
11.07.2012;11,1;15;19,5;2,7;5,7;9,6;54;81,6;100;9;52
12.07.2012;11,9;15;19,4;5,2;9,9;10,6;47;71,8;91;10;44
13.07.2012;12,9;15,2;19,8;1,1;6,3;12,4;69;90,4;100;7;35
14.07.2012;12,6;14,7;18,7;2,7;13,5;12,3;76;89,9;98;8;44
15.07.2012;12;14,8;18,5;0,8;0,1;10,3;65;86,6;99;7;30
16.07.2012;11,7;14,2;17,4;1,2;6,6;10,3;63;85;98;9;41
17.07.2012;14,5;16,8;20,3;0,7;1;14;69;88,5;100;11;41
18.07.2012;14,7;19,3;25,1;5,1;0,6;13,4;51;73,5;93;10;46
19.07.2012;13,8;16,8;20,9;3,7;3,7;12,8;58;78,9;94;12;48
20.07.2012;13,7;15,6;19,1;1,1;0,3;13,2;64;82,4;96;5;26
21.07.2012;9,2;14,9;19,2;6,5;0;6,6;49;68,2;97;7;30
22.07.2012;7,7;14,8;22,3;13,6;0;5,5;45;74,4;100;3;17
23.07.2012;10,6;18,4;26,4;15,2;0;7,5;34;62,4;97;7;28
24.07.2012;11;20,8;28,9;14,6;0;9,4;39;66;100;5;20
25.07.2012;14,6;22,5;29,8;13,7;0;13,1;42;68,4;100;4;22
26.07.2012;16,9;23,8;30,6;12,5;0;14,9;45;67,6;98;6;26
27.07.2012;17,5;22,7;31,2;8,8;13,8;16;40;77,8;100;6;43
28.07.2012;17,7;19,5;22,5;0,9;0,1;17;75;89,5;100;7;26
29.07.2012;12,6;17,1;21;8,5;3,6;10,7;47;71,1;94;9;37
30.07.2012;12;15,2;19,9;6,6;0,1;10,6;49;75,5;99;8;37
31.07.2012;12,2;16,6;20,8;3,6;0;11;53;71,2;91;6;31
01.08.2012;11,7;21,7;29,8;12,8;0;10,1;40;67;100;9;37
02.08.2012;13,6;20,2;23,2;3,6;0;11,7;56;72,7;98;7;35
03.08.2012;13,2;18,6;24,6;9,3;0,3;11,2;49;73,3;100;6;30
04.08.2012;14,3;19;25,4;6,9;0;12,5;44;75;98;5;30
05.08.2012;14,5;18,6;25;4,3;4,8;13;58;85,5;100;5;31
06.08.2012;14,9;17,9;22,1;6,3;0,6;13,2;50;76,9;100;9;48
07.08.2012;13,7;16,9;20,7;4,5;0;12,4;53;68,7;84;10;39
08.08.2012;9,8;16,1;20,8;8,3;0,2;7,7;55;80;100;6;28
09.08.2012;13,3;17,9;23,4;5,8;0;11,1;50;77,1;100;8;30
10.08.2012;10,4;15,9;22,2;12,5;0;8;47;69;94;7;33
11.08.2012;9,1;16,8;23,8;12,7;0;6,9;45;70,2;100;6;28
12.08.2012;10,7;19,2;25,9;14,1;0;8,1;35;57,2;91;10;39
13.08.2012;13,5;20,6;28,1;10,3;0;11,1;38;62,2;84;6;22
14.08.2012;16,1;20,7;27,9;7,4;11,9;14,4;47;73,1;100;5;31
15.08.2012;17,3;23,7;31,8;7,9;8,8;16,7;39;68,9;100;8;41
16.08.2012;15,5;19,8;25,5;10,9;0;14,2;39;70,6;100;5;24
17.08.2012;15,2;22,1;29,3;12,6;0;13,9;38;62,6;93;6;28
18.08.2012;17,4;25,9;34,1;13,6;0;14,8;36;55,7;78;10;44
19.08.2012;19,7;27,9;37,9;11,9;0;17,1;31;59,8;89;7;33
20.08.2012;19,4;24,3;28,8;5,8;0,6;17,7;60;74,7;95;7;26
21.08.2012;17,7;23,2;28,9;8,1;0,2;16,3;53;74,5;100;5;24
22.08.2012;13,5;19,1;23,5;6;0;11,9;44;64,1;83;9;35
23.08.2012;10,2;17,5;24,7;13,3;2,2;8,2;31;63,8;100;5;22
24.08.2012;14,1;18,8;24,5;7,7;4,6;13,6;47;73,6;99;5;24
25.08.2012;14,4;19,1;24,2;5,9;0,9;13,2;44;72,9;100;9;44
26.08.2012;12,3;16;18,1;0,3;6;10,3;66;85,8;99;11;43
27.08.2012;10,1;17,2;24,5;11,1;0,1;8,6;46;74;100;6;30
28.08.2012;14,3;19,3;24,6;5,2;0;12,4;49;68;100;8;30
29.08.2012;13,3;20;27,9;9,1;0;11,7;43;73,1;100;6;33
30.08.2012;13,8;17,6;22,7;4,4;0,8;12,4;45;69,7;90;7;44
31.08.2012;11,5;13,5;17,8;1,4;4,9;10,5;81;89,3;96;11;52
01.09.2012;8,9;13,7;19,2;7,8;0;7,2;49;75,4;100;6;19
02.09.2012;8;15,2;22,4;9,1;0;6,5;44;76;100;5;19
03.09.2012;11,2;15,6;21,5;2,3;0;9,6;62;86,8;100;2;17
04.09.2012;9,8;17,2;25,1;11,8;0;8,1;47;77,7;100;4;20
05.09.2012;13,8;17,3;21,1;6,4;0;11,4;47;72,5;96;9;33
06.09.2012;8,6;14,2;20;6,7;0;6,2;45;72;100;4;22
07.09.2012;7,4;15,7;24,5;11,8;0;5,2;44;76;100;6;26
08.09.2012;11;17,8;26,6;11,9;0;9,3;43;76,6;100;3;15
09.09.2012;11,5;19,8;30,2;12;0;9,6;26;67,5;100;7;35
10.09.2012;12,5;20,1;28,4;7;1,1;10,5;42;69,3;97;6;26
11.09.2012;11,3;16,9;21,9;0;5,2;10,3;70;88;100;7;50
12.09.2012;7,2;11,7;15,8;3,4;1,7;5,1;54;82,9;100;7;28
13.09.2012;7,8;11,1;15,1;0;0,6;6;78;92,3;100;4;20
14.09.2012;8,9;12,3;15,8;1,9;1,5;7,1;77;91,3;100;9;44
15.09.2012;8,8;13,8;18,9;3,4;0;7;61;85,1;100;5;26
16.09.2012;7,9;14,6;22,6;10,9;0;6;51;82,9;100;5;24
17.09.2012;10,3;13,8;17,6;2,1;0;8,2;75;90,7;100;4;20
18.09.2012;7,5;14,2;18,2;3,1;0;5,4;59;79,3;100;9;33
19.09.2012;6,6;10,9;16,2;5,7;0;3,4;52;77,7;99;7;37
20.09.2012;4;9,6;16,4;7,6;0;1,6;43;78,5;100;5;28
21.09.2012;5,2;11;17,9;1,8;0,3;3,4;45;78,1;100;5;20
22.09.2012;5,3;10,9;16,9;5,8;0,1;3,2;46;78;100;7;35
23.09.2012;4,8;11,5;17,2;0,4;1,7;2,4;52;76,2;100;7;37
24.09.2012;11,5;15,8;21,8;1,2;13,8;9,9;64;79,5;96;14;67
25.09.2012;11,3;13,5;15,7;0;5;10,8;69;83;99;12;39
26.09.2012;11,5;12,8;15,1;0,1;1,6;10,4;79;89,8;100;9;31
27.09.2012;10,9;13,4;17,4;3,7;2;9,5;61;83,9;94;10;41
28.09.2012;9,5;13,2;17,5;3,1;0;7,4;59;80,2;98;8;33
29.09.2012;4,9;11,5;16,2;4,6;1,5;2,8;65;84,1;100;7;31
30.09.2012;4;9,4;17,3;10,7;0;2,1;49;83,6;100;5;22
01.10.2012;4,4;11,5;19,6;10,5;0;2,7;47;79,1;100;6;22
02.10.2012;10,6;13,3;15,9;0,2;0,5;9,6;78;84,3;95;6;26
03.10.2012;12;14,3;17,6;1,5;14,5;11,3;64;82,4;100;12;43
04.10.2012;7,8;11,5;14,6;3,2;8,5;6;64;89,5;100;10;41
05.10.2012;9,4;12,8;18,1;0,2;10,1;8,6;79;92,8;100;10;48
06.10.2012;6,2;11,7;17,4;0,3;4,2;4,5;78;95,1;100;6;41
07.10.2012;4,5;9,1;14,8;6;0;2,4;54;87,9;100;5;28
08.10.2012;3;9;14,8;6,4;0;0,7;58;82,5;100;7;28
09.10.2012;3,1;9,4;13,8;5,2;0;1;54;82;100;5;26
10.10.2012;1,4;6,5;14,5;8,1;0;-0,4;48;85,2;100;3;20
11.10.2012;1,2;8,9;16,1;9,4;1;-0,7;52;78,5;100;9;33
12.10.2012;7,8;11,6;15,3;1,6;6,7;6,2;64;83,2;100;11;44
13.10.2012;6,4;9,6;14,3;0,6;6,9;4,7;64;83,6;97;12;48
14.10.2012;5,4;8;10,3;1,1;0,1;3,8;71;85;99;7;26
15.10.2012;5,7;9,3;13,8;5,1;0,6;4,7;52;79,2;97;8;33
16.10.2012;5,4;8,5;12,1;1,6;2,1;3;80;89;99;11;41
17.10.2012;5,6;11;15;0;1,3;3,1;81;89,9;100;12;46
18.10.2012;13,7;17;21,7;6,3;0;12,2;56;71,6;86;10;37
19.10.2012;12,8;17,3;23;8,2;0;10,4;51;70,4;90;8;33
20.10.2012;11,8;16,7;20,4;1,5;0;10,3;67;82,5;100;6;22
21.10.2012;11,4;15,8;23,8;5,9;0;10,1;58;84,3;100;4;24
22.10.2012;10;14,9;24,4;9,1;0;8,3;41;80,5;100;4;19
23.10.2012;9;12,3;17,8;8;0;7,8;66;88,5;100;5;24
24.10.2012;7,9;11,4;16,4;8;0;6,6;69;89,5;100;6;22
25.10.2012;8,6;10;11,2;0;0;7,9;80;93,2;100;6;26
26.10.2012;3,2;6,5;8,8;0;0,1;2,8;74;80,2;90;8;30
27.10.2012;-1,6;3,1;7,8;8,5;0;-3,8;28;64,3;94;10;35
28.10.2012;-3,4;0,6;6,2;4,2;0;-5,6;79;94,6;100;4;22
29.10.2012;0;3,3;6,9;0,1;6,2;-2,2;74;89,6;100;9;30
30.10.2012;4,8;7,4;9,2;0;0,7;2,6;86;93,9;100;7;26
31.10.2012;3,7;7,9;13,1;7;0;1,8;57;79,5;100;10;37
01.11.2012;5,9;7,6;10,1;0,6;6,8;4,1;69;79,4;95;13;43
02.11.2012;5,2;7,7;11;0,7;2,1;2,8;61;77,9;95;13;43
03.11.2012;2,8;6,1;8,6;1;3,2;0,6;85;92,5;100;8;30
04.11.2012;3,2;6,7;9,9;0,5;5,9;0,8;80;92,1;100;9;35
05.11.2012;2,4;6,8;9,3;0,5;0,5;0,1;78;88,7;100;9;33
06.11.2012;2;6,3;10,7;6;1,8;0,1;71;87,5;100;7;35
07.11.2012;7,1;8,9;10;0;0,5;6,7;82;93,1;100;10;39
08.11.2012;8,1;9,2;10,3;0;0;7,2;77;81,2;90;9;31
09.11.2012;7,9;9;11,9;1,6;0,9;6,6;59;79,9;94;8;28
10.11.2012;7,8;10,1;13,3;0,5;3,4;7,2;78;90,7;100;11;33
11.11.2012;2;8,2;12;3,4;0;-0,2;74;89,4;100;6;33
12.11.2012;1,7;5,7;11,2;5,6;0;-0,3;67;90,3;100;5;19
13.11.2012;3,3;6,4;8,5;0;0;1,1;74;82,9;94;9;26
14.11.2012;0,9;5,8;11,4;7,9;0;-0,9;58;81,6;100;7;30
15.11.2012;4,1;4,6;5,1;0;0;4;79;82,7;86;7;22
16.11.2012;2,7;3,8;6,1;2,1;0;1,2;74;83,3;87;9;30
17.11.2012;2,4;5,9;10;5,9;0,5;1,2;76;87,1;93;12;37
18.11.2012;3,6;7,3;8,4;0;1,2;1,2;94;98,5;100;5;24
19.11.2012;2;7,4;12,2;1,4;0;-0,1;81;93,2;100;8;30
20.11.2012;4,2;6,3;10,4;6,5;0;3,8;75;90,3;97;13;37
21.11.2012;3,7;5,7;10,3;1,2;0,5;3,7;76;87,2;94;16;44
22.11.2012;4,1;7,8;12,4;7,3;0;0,8;63;83,8;100;10;33
23.11.2012;5,7;7,3;9;0;11,2;4,3;81;93,6;100;11;37
24.11.2012;6,7;8,9;10,8;0;0,1;5,7;82;95,2;100;6;33
25.11.2012;5,7;10,6;14,2;3,1;0,1;3,4;57;70,4;86;16;63
26.11.2012;4,7;7,3;9,4;0;3,9;2,8;79;91,1;99;11;31
27.11.2012;4,5;8,1;10,7;1,1;0;3,1;67;80,2;95;8;28
28.11.2012;4,1;5,2;6,8;0;0;2,7;90;94,5;100;7;26
29.11.2012;1,9;4;5,5;0;0;-0,1;76;84,4;92;13;37
30.11.2012;-1,5;1,6;3,1;0,1;0;-4;84;94,2;100;6;17
01.12.2012;0,1;1,8;3,3;0;2,5;-0,1;84;94,9;100;9;31
02.12.2012;1,6;3;4,9;0,6;1,1;1,4;86;93,6;99;11;33
03.12.2012;0,6;2,3;4,8;0;3;0;77;94;100;10;41
04.12.2012;2,3;3,8;5,6;1,2;0,4;0,7;83;93,3;99;10;48
05.12.2012;1;2,5;3,7;0,1;0;0;73;91,5;97;8;33
06.12.2012;-0,4;0,7;3,1;2,8;0;-1,6;74;88,3;93;10;33
07.12.2012;-5;-0,7;0,7;0;3,1;-7,3;76;90,4;100;16;46
08.12.2012;-8,8;-4,9;-0,1;6,6;1,4;-11,2;80;95,5;100;4;15
09.12.2012;-3,7;1,1;4,5;0;1,1;-4,2;87;96,8;100;11;41
10.12.2012;0,8;2,7;4,1;0;0,6;0,5;77;87,1;96;16;52
11.12.2012;-1,9;0;1,9;3,7;0;-4,2;66;82,5;96;11;35
12.12.2012;-2,3;-0,4;2,3;0,6;0;-4,5;74;80,2;87;7;28
13.12.2012;-2,4;-0,8;1,4;1;0;-3,6;61;73,1;87;13;37
14.12.2012;0,8;4,2;7,7;0;5;0,4;81;91;97;18;54
15.12.2012;5,9;8,1;11,2;1,7;3,1;3,3;74;87;98;11;37
16.12.2012;5,6;7,5;9,9;0,1;3;4,1;79;89,8;98;9;30
17.12.2012;5,3;6,4;8;0;1,9;3,7;90;97,5;100;6;20
18.12.2012;4,4;5,7;6,7;0;0,6;2,3;90;95,8;100;5;28
19.12.2012;3,3;4,8;6;0;0;0,7;88;97,7;100;6;28
20.12.2012;1,6;2,9;4,5;2,1;2,9;1;73;87,5;98;16;52
21.12.2012;2;4,2;7,2;0;0,6;1,8;98;99,9;100;8;33
22.12.2012;5,6;6,8;8,1;0;12,4;5,4;84;94,9;100;12;43
23.12.2012;6,7;10,8;13,4;0;4,7;6,6;86;96,2;100;12;52
24.12.2012;7,8;10,3;13,1;0;0,3;7,7;68;89,7;100;10;35
25.12.2012;8,2;9,7;11,9;0,3;2,5;6,9;72;83;97;15;56
26.12.2012;5,8;7,7;9,3;1,2;7;5,2;78;88;97;12;46
27.12.2012;6;7,8;9,9;1,6;9;5,2;76;89,1;100;11;52
28.12.2012;2,8;6;8,7;0,4;0,8;1,3;79;93,8;100;10;35
29.12.2012;8,3;10;11,9;4,4;1,2;7,5;71;83,1;93;16;46
30.12.2012;4,9;7,6;9,7;2,6;0,6;4;72;81;92;14;54
31.12.2012;8,1;9,2;10,5;0;1;6,9;69;75,5;80;16;43
