,Datum,Tmit,Sges,Rges
3036,24.04.2020,"13,9","12,9","0,0"
3037,25.04.2020,"10,6","9,1","0,0"
3038,26.04.2020,"11,7","13,8","0,0"
3039,27.04.2020,"13,6","13,5","0,0"
3040,28.04.2020,"13,2","4,1","3,7"
3041,29.04.2020,"13,6","3,8","2,7"
3042,30.04.2020,"11,2","6,5","5,2"
3043,01.05.2020,"10,5","6,5","2,6"
3044,02.05.2020,"9,7","5,5","2,7"
3045,03.05.2020,"11,0","8,2","0,3"
3046,04.05.2020,"12,2","6,0","0,0"
3047,05.05.2020,"10,1","14,5","0,0"
3048,06.05.2020,"11,4","14,6","0,0"
3049,07.05.2020,"13,2","12,9","0,0"
3050,08.05.2020,"15,4","10,8","0,0"
3051,09.05.2020,"17,6","13,6","0,0"
3052,10.05.2020,"14,9","2,5","0,0"
3053,11.05.2020,"8,9","7,5","0,0"
3054,12.05.2020,"7,3","7,7","0,0"
3055,13.05.2020,"8,5","7,5","0,0"
3056,14.05.2020,"9,8","14,6","0,0"
3057,15.05.2020,"10,6","13,0","0,0"
3058,16.05.2020,"11,6","10,8","0,0"
3059,17.05.2020,"12,3","14,1","0,0"
3060,18.05.2020,"15,9","13,5","0,0"
3061,19.05.2020,"16,8","11,4","0,0"
3062,20.05.2020,"16,7","7,6","0,0"
3063,21.05.2020,"18,8","15,2","0,0"
3064,22.05.2020,"19,1","1,0","0,1"
3065,23.05.2020,"15,7","6,0","0,0"
3066,24.05.2020,"13,5","5,0","0,5"
3067,25.05.2020,"15,7","5,1","0,0"
3068,26.05.2020,"15,8","15,3","0,0"
3069,27.05.2020,"17,5","13,7","0,0"
3070,28.05.2020,"16,2","15,2","0,0"
3071,29.05.2020,"16,9","15,5","0,0"
3072,30.05.2020,"17,8","15,3","0,0"
3073,31.05.2020,"16,9","13,8","0,0"
3074,01.06.2020,"19,7","14,4","0,0"
3075,02.06.2020,"21,4","14,7","0,0"
3076,03.06.2020,"20,2","11,4","0,0"
3077,04.06.2020,"13,7","0,0","4,1"
3078,05.06.2020,"10,2","3,4","11,0"
3079,06.06.2020,"12,7","6,9","1,7"
3080,07.06.2020,"13,7","3,4","0,0"
3081,08.06.2020,"14,7","5,8","0,0"
3082,09.06.2020,"14,8","2,6","4,3"
3083,10.06.2020,"15,3","0,4","0,4"
3084,11.06.2020,"16,5","1,6","0,2"
3085,12.06.2020,"21,3","14,6","0,0"
3086,13.06.2020,"21,3","9,1","0,0"
3087,14.06.2020,"19,3","0,2","0,0"
3088,15.06.2020,"19,4","0,2","1,3"
3089,16.06.2020,"18,4","1,6","0,0"
3090,17.06.2020,"18,3","5,0","19,8"
3091,18.06.2020,"18,2","4,5","4,3"
3092,19.06.2020,"18,9","14,6","0,0"
3093,20.06.2020,"18,1","10,2","0,0"
3094,21.06.2020,"19,9","9,8","4,4"
3095,22.06.2020,"17,9","9,0","0,0"
3096,23.06.2020,"20,8","15,5","0,0"
3097,24.06.2020,"23,3","15,9","0,0"
3098,25.06.2020,"23,8","13,4","0,0"
3099,26.06.2020,"24,3","13,0","0,0"
3100,27.06.2020,"23,3","6,7","0,0"
3101,28.06.2020,"19,0","4,1","6,9"
3102,29.06.2020,"16,7","7,1","1,3"
3103,30.06.2020,"17,7","6,1","13,3"
3104,01.07.2020,"18,4","2,6","13,2"
3105,02.07.2020,"16,8","5,9","1,3"
3106,03.07.2020,"16,7","5,6","0,0"
3107,04.07.2020,"18,5","0,2","0,3"
3108,05.07.2020,"20,5","3,2","0,0"
3109,06.07.2020,"15,2","7,3","0,8"
3110,07.07.2020,"15,5","7,3","1,3"
3111,08.07.2020,"14,3","0,0","1,9"
3112,09.07.2020,"18,6","2,2","0,0"
3113,10.07.2020,"16,9","4,7","0,4"
3114,11.07.2020,"15,0","10,0","0,0"
3115,12.07.2020,"16,5","12,6","0,0"
3116,13.07.2020,"18,5","13,9","0,0"
3117,14.07.2020,"16,5","6,5","1,4"
3118,15.07.2020,"16,7","6,6","0,1"
3119,16.07.2020,"15,4","0,1","1,3"
3120,17.07.2020,"17,8","1,1","0,0"
3121,18.07.2020,"20,9","10,3","0,0"
3122,19.07.2020,"21,9","13,1","0,2"
3123,20.07.2020,"18,4","9,5","0,0"
3124,21.07.2020,"17,0","13,6","0,0"
3125,22.07.2020,"17,3","14,4","0,0"
3126,23.07.2020,"18,9","14,0","0,0"
3127,24.07.2020,"19,6","5,8","0,0"
3128,25.07.2020,"19,9","1,0","4,7"
3129,26.07.2020,"19,2","8,1","0,0"
3130,27.07.2020,"20,2","3,9","0,3"
3131,28.07.2020,"19,9","8,7","0,0"
3132,29.07.2020,"18,2","12,2","0,0"
3133,30.07.2020,"20,3","14,7","0,0"
3134,31.07.2020,"25,3","14,9","0,0"
3135,01.08.2020,"25,2","7,6","0,0"
3136,02.08.2020,"20,6","5,3","0,0"
3137,03.08.2020,"18,5","10,3","0,0"
3138,04.08.2020,"17,9","13,3","0,0"
3139,05.08.2020,"21,4","14,2","0,0"
3140,06.08.2020,"24,3","14,5","0,0"
3141,07.08.2020,"25,7","14,4","0,0"
3142,08.08.2020,"27,3","14,0","0,0"
3143,09.08.2020,"26,2","4,2","0,0"
3144,10.08.2020,"26,6","13,0","0,0"
3145,11.08.2020,"26,7","10,6","1,4"
3146,12.08.2020,"24,4","7,4","0,7"
3147,13.08.2020,"23,7","6,8","4,1"
3148,14.08.2020,"23,8","10,0","0,1"
3149,15.08.2020,"21,6","4,4","1,6"
3150,16.08.2020,"23,6","8,6","0,0"
3151,17.08.2020,"20,0","4,1","3,2"
3152,18.08.2020,"19,1","9,7","0,0"
3153,19.08.2020,"21,6","10,9","0,1"
3154,20.08.2020,"25,3","5,2","0,7"
3155,21.08.2020,"24,9","4,1","2,0"
3156,22.08.2020,"21,0","7,7","0,5"
3157,23.08.2020,"18,2","5,0","0,3"
3158,24.08.2020,"17,4","3,6","0,0"
3159,25.08.2020,"18,0","2,7","0,5"
3160,26.08.2020,"17,8","2,0","0,0"
3161,27.08.2020,"17,6","5,0","0,3"
3162,28.08.2020,"17,5","6,8","0,0"
3163,29.08.2020,"16,0","5,9","0,0"
3164,30.08.2020,"15,1","4,2","1,1"
3165,31.08.2020,"16,2","5,3","0,1"
3166,01.09.2020,"15,9","4,6","0,0"
3167,02.09.2020,"16,0","11,3","0,0"
3168,03.09.2020,"14,7","0,0","2,4"
3169,04.09.2020,"19,0","0,0","3,7"
3170,05.09.2020,"14,7","3,5","0,0"
3171,06.09.2020,"13,1","7,1","0,0"
3172,07.09.2020,"13,9","11,1","0,0"
3173,08.09.2020,"15,4","3,5","0,0"
3174,09.09.2020,"17,6","2,8","0,0"
3175,10.09.2020,"15,5","11,9","0,0"
3176,11.09.2020,"15,1","11,4","0,0"
3177,12.09.2020,"15,6","10,7","0,0"
3178,13.09.2020,"16,6","11,3","0,0"
3179,14.09.2020,"20,6","11,5","0,0"
3180,15.09.2020,"22,1","11,0","0,0"
3181,16.09.2020,"20,6","10,2","0,0"
3182,17.09.2020,"16,2","11,5","0,0"
3183,18.09.2020,"16,1","11,7","0,0"
3184,19.09.2020,"17,1","11,6","0,0"
3185,20.09.2020,"16,5","10,8","0,0"
3186,21.09.2020,"16,1","11,4","0,0"
3187,22.09.2020,"15,9","11,1","0,0"
3188,23.09.2020,"17,9","7,0","0,5"
3189,24.09.2020,"16,3","9,4","4,0"
3190,25.09.2020,"11,6","6,2","2,6"
3191,26.09.2020,"10,4","0,0","16,2"
3192,27.09.2020,"11,7","1,4","0,0"
3193,28.09.2020,"11,7","0,0","1,1"
3194,29.09.2020,"11,6","1,1","3,4"
3195,30.09.2020,"15,2","2,9","0,0"
3196,01.10.2020,"13,3","1,6","1,6"
3197,02.10.2020,"14,1","1,9","0,1"
3198,03.10.2020,"12,5","0,2","5,7"
3199,04.10.2020,"12,0","0,8","0,5"
3200,05.10.2020,"11,6","0,1","1,8"
3201,06.10.2020,"12,8","2,5","4,4"
3202,07.10.2020,"11,9","0,6","3,4"
3203,08.10.2020,"13,3","0,3","2,0"
3204,09.10.2020,"12,0","2,2","0,8"
3205,10.10.2020,"10,1","5,7","0,8"
3206,11.10.2020,"9,6","4,5","0,3"
3207,12.10.2020,"9,5","3,3","0,5"
3208,13.10.2020,"8,4","7,7","0,0"
3209,14.10.2020,"8,8","0,0","0,5"
3210,15.10.2020,"8,9","0,1","0,0"
3211,16.10.2020,"9,1","0,0","0,0"
3212,17.10.2020,"8,9","0,3","0,0"
3213,18.10.2020,"8,5","0,6","0,1"
3214,19.10.2020,"9,7","2,6","0,0"
3215,20.10.2020,"10,8","0,2","3,3"
3216,21.10.2020,"15,6","2,5","1,3"
3217,22.10.2020,"15,9","0,5","1,6"
3218,23.10.2020,"13,4","0,3","2,3"
3219,24.10.2020,"13,8","0,1","0,0"
3220,25.10.2020,"12,9","0,0","4,1"
3221,26.10.2020,"10,6","1,0","0,0"
3222,27.10.2020,"10,6","0,9","0,1"
3223,28.10.2020,"12,4","4,5","1,9"
3224,29.10.2020,"10,6","3,4","5,1"
3225,30.10.2020,"14,3","0,0","0,0"
3226,31.10.2020,"14,3","5,3","0,7"
3227,01.11.2020,"14,8","0,2","0,8"
3228,02.11.2020,"17,3","0,0","1,5"
3229,03.11.2020,"10,0","5,9","0,0"
3230,04.11.2020,"5,8","6,8","0,0"
3231,05.11.2020,"3,7","4,1","0,0"
3232,06.11.2020,"6,0","7,8","0,0"
3233,07.11.2020,"9,7","7,6","0,0"
3234,08.11.2020,"10,3","4,9","0,0"
3235,09.11.2020,"11,8","2,4","0,0"
3236,10.11.2020,"10,8","7,6","0,0"
3237,11.11.2020,"10,3","1,9","0,0"
3238,12.11.2020,"10,2","2,6","0,0"
3239,13.11.2020,"9,7","3,7","0,0"
3240,14.11.2020,"13,5","5,3","0,0"
3241,15.11.2020,"13,3","3,6","3,0"
3242,16.11.2020,"10,6","1,6",-
3243,17.11.2020,"11,5","0,0","0,0"
3244,18.11.2020,"12,4","7,7","0,3"
3245,19.11.2020,"9,0","0,0","2,2"
3246,20.11.2020,"4,6","2,3","0,0"
3247,21.11.2020,"6,0","0,2","0,0"
3248,22.11.2020,"9,0","0,0","1,2"
3249,23.11.2020,"6,5","7,0","0,0"
3250,24.11.2020,"5,9","6,0","0,0"
3251,25.11.2020,"6,7","6,3","0,0"
3252,26.11.2020,"6,0","0,6","0,0"
3253,27.11.2020,"2,5","3,0","0,0"
3254,28.11.2020,"4,1","6,2","0,0"
3255,29.11.2020,"0,8","5,0","0,0"
3256,30.11.2020,"-0,1","0,4","11,1"
3257,01.12.2020,"5,8",0,"5,5"
3258,02.12.2020,"4,2",0,"1,9"
3259,03.12.2020,"3,9",0,"2,7"
3260,04.12.2020,"5,6","1,3",0
3261,05.12.2020,4,"6,4",0
3262,06.12.2020,"2,9",0,"3,4"
3263,07.12.2020,"3,5",0,"5,4"
3264,08.12.2020,"3,5",0,"0,1"
3265,09.12.2020,"1,8","4,7",0
3266,10.12.2020,"0,2","3,5",0
3267,11.12.2020,"2,9",0,1
3268,12.12.2020,6,0,"2,1"
3269,13.12.2020,7,"0,8","0,4"
3270,14.12.2020,"7,8",0,"5,4"
3271,15.12.2020,"7,3",0,6
3272,16.12.2020,"7,5","3,8",0
3273,17.12.2020,"9,1","2,2",1
3274,18.12.2020,"6,9","7,1",0
3275,19.12.2020,"9,2","5,1",0
3276,20.12.2020,"9,2","0,6",0
3277,21.12.2020,7,0,"4,8"
3278,22.12.2020,"12,8",1,"6,7"
3279,23.12.2020,11,0,"6,5"
3280,24.12.2020,"6,2",0,"1,2"
3281,25.12.2020,"3,3","2,4",0
3282,26.12.2020,"3,6","2,4",0
3283,27.12.2020,"4,6",0,"6,5"
3284,28.12.2020,"4,1","2,3","0,6"
3285,29.12.2020,"1,7","0,1",0
3286,30.12.2020,"3,2",0,"2,8"
3287,31.12.2020,"2,5",0,"2,7"
